,net_weight,day,material,supplier,year,nro,psd_mesh12,psd_mesh16,psd_mesh20,psd_mesh40,psd_mesh80,psd_mesh100,psd_mesh200,psd_meshPAN
2,33.197672041104,2,sand,SC,2018,3,3.8098433295032663,9.9610232895206,11.079855235652083,11.624056662441928,23.881705129424095,16.659697578455727,2.573908958201616,20.40990981680068
3,33.843728667595435,2,sand,SC,2018,4,3.947287167958865,8.559879789311845,13.237613813112036,13.346648360296722,23.09021157369102,16.59301796386724,2.958527501815386,18.26681382994688
4,32.69859058174554,2,sand,SC,2018,5,3.7210991031467895,9.30890940444328,12.312161979947877,10.835630123659584,25.75116972306275,16.450539979023716,3.2504482762324343,18.37004141048358
5,33.22051249965307,2,sand,SC,2018,6,4.377621820908398,8.741219886888782,11.83173627077084,13.557616866547248,26.244492057442013,17.64783432040584,4.190493958662934,13.408984818373941
6,33.06359811208797,2,sand,SC,2018,7,4.913377631227574,8.9799372296603,12.454998887815064,12.887940539387792,24.622230966881197,16.898141354509832,4.002627331590091,15.240746058928153
7,33.34130907450169,2,sand,SC,2018,8,3.3620651559426085,8.283718638971399,11.501923363856074,14.544407389976357,24.687792560899744,16.361855807727355,3.1263717406795926,18.131865341946877
8,32.91429959220512,2,sand,SC,2018,9,3.2646930839631825,6.4688695715720845,10.770597062832273,14.860867770922956,23.568697223449927,14.70345215994511,3.1489723930617814,23.213850734252695
9,32.66640260181468,2,sand,SC,2018,10,4.704600425332941,9.984234499676365,12.391702929343195,13.503606773363275,25.924607707043464,16.293706204039907,3.077563285030374,14.119978176170482
0,32.830710085195214,3,sand,SC,2018,1,2.658810071874229,9.104473802247151,12.170927815842944,12.87254428789705,25.562069193676514,15.910440526134341,4.24594012357835,17.474794178749416
1,32.41550577072533,3,sand,SC,2018,2,5.669159681472188,9.859159223554894,11.522937819823438,14.65251349460202,25.70873886614418,15.22203348010271,3.2655824308926777,14.099875003407881
2,33.33132866648347,3,sand,SC,2018,3,3.417017068034599,7.179232271712029,11.135754587538262,15.147521347807302,24.304980627881843,17.23856051614345,2.622182852436721,18.954750728445802
3,32.335413295659464,3,sand,SC,2018,4,3.570912875648503,9.006260997929587,11.588140083575192,14.056168542753124,25.819204619055995,16.205918036832212,3.9402517989506745,15.813143045254703
4,32.928267960355626,3,sand,SC,2018,5,2.6697816511665167,8.584239247164186,13.799919722742482,14.180412682148859,26.12095835219073,15.219483550770441,2.9267412582170214,16.49846353559976
5,32.81715787108634,3,sand,SC,2018,6,4.06823935249501,10.063569571376684,12.910976344418692,12.543481936834123,24.512953065652518,13.260982265160543,4.41471065268201,18.2250868113804
6,32.57717409170374,3,sand,SC,2018,7,3.98913199817126,8.80653409372443,14.665175692682464,12.729562183592511,24.31125615400148,15.053399092160635,4.3960133178351715,16.048927467832037
7,33.67160308470142,3,sand,SC,2018,8,5.111184017958399,8.271120185177491,12.780685779079416,11.528466620212015,24.675477076048494,15.551238192827174,2.5773456330934748,19.504482495603533
8,33.18834847950493,3,sand,SC,2018,9,4.501519576940944,7.820178109960069,12.587337013610732,12.212600044081494,25.24195516756116,17.583896709519514,3.9374580568152595,16.115055321510816
9,32.84871509454531,3,sand,SC,2018,10,4.293721371674721,10.375005803524521,11.969206554079605,11.615447814443089,27.552335620929632,15.529255037339112,4.062320489621382,14.602707308387945
0,33.392970701221884,4,sand,SC,2018,1,2.537412220644467,7.215696140950469,10.543874234789385,13.715614201223762,25.578347741599863,15.143066670098452,4.088063157035946,21.177925633657654
1,32.55673522886828,4,sand,SC,2018,2,3.5426661029657165,7.8175321962228725,12.74387622496805,12.201753037361868,23.10512732358849,15.787453489998159,4.418528420519985,20.38306320437487
2,33.08067420944911,4,sand,SC,2018,3,4.206169529631188,8.655984027822186,13.084561305233049,11.265046108860666,23.328549969579544,17.61426754868061,4.928874470162354,16.9165470400304
3,32.70901222959755,4,sand,SC,2018,4,2.7822451816888965,7.94801162843704,11.369004479206264,11.276853751558521,25.485300676349357,18.190732498718674,3.303640160274815,19.644211623766434
4,33.57858038778032,4,sand,SC,2018,5,3.9775705234651837,9.932559966553427,11.761193963300427,13.87778445650275,25.613355430302573,14.70702205582283,3.709239950830005,16.42127365322279
5,32.975079111113885,4,sand,SC,2018,6,4.370688254415501,9.826243222753344,11.909301853309248,11.680136305869315,23.745983945871284,16.888152910627834,4.1325944709545235,17.446899036198953
6,33.39877665512733,4,sand,SC,2018,7,4.508880156119501,9.250617891485803,11.897933595164666,13.201026401019517,24.285905066165647,15.261178425072718,3.646568712764645,17.947889752207494
7,32.68768203069641,4,sand,SC,2018,8,5.112710644936801,9.22292692714135,11.862880136300825,12.602748758019217,24.981227716964263,16.864654563470193,3.9759784841146897,15.376872769052666
8,33.07252179462631,4,sand,SC,2018,9,3.3275875050082915,9.218098884058822,12.912867041656899,10.971144459872152,25.849514581867318,16.748891832116882,2.5512548627065774,18.42064083271306
9,33.46233559400276,4,sand,SC,2018,10,4.304164682119778,8.743470424777025,11.260103590832713,15.477680031233792,23.99521151828516,14.897857966662993,3.6128023253131683,17.70870946077537
0,33.35615322709296,5,sand,SC,2018,1,3.2913308735468148,8.798634882873484,11.859826122947435,12.6075321877587,24.798681859630456,15.817815371333388,4.082470056508566,18.743708645401153
1,33.038136389661034,5,sand,SC,2018,2,4.0152218605816,8.858347966063477,11.168714283568782,12.623629821841785,23.601300079349386,18.39717598107726,3.566825987169488,17.768784020348207
2,33.15044884252486,5,sand,SC,2018,3,4.245808804902773,7.973416723027105,11.854600853577466,12.820386289573047,24.96175285464604,15.64450798169462,4.334316195490219,18.165210297088727
3,33.538782709990386,5,sand,SC,2018,4,4.027073797490235,10.188435270280829,12.212311713062997,15.419471345602183,25.641344576533715,14.825306355703388,4.010543965447432,13.675512975879208
4,33.27427527754986,5,sand,SC,2018,5,3.7017219935562364,10.179446102706425,14.181328510211205,10.457116787897885,25.579841551334823,15.694422757328017,3.5643042785899874,16.641818018375428
5,33.234724225325145,5,sand,SC,2018,6,3.363932899696148,8.134196753879712,11.122932125417432,12.223369593263728,26.75776665282096,14.702314493063232,4.533988237700469,19.161499244158314
6,33.03269893038711,5,sand,SC,2018,7,3.5197911403721,10.350775034513731,12.23270513998512,13.257740534330813,25.568313306086775,13.29295983730903,3.6759305424732336,18.101784464929196
7,33.032031853285055,5,sand,SC,2018,8,5.179838051399896,8.920520740313528,12.957817884368488,13.468825138634895,25.180520053678503,16.072927660940643,2.8187326318782233,15.400817838785802
8,32.79783842677875,5,sand,SC,2018,9,5.402357529861241,10.1677328765495,12.562367614213612,14.230006029703654,25.290566760530904,15.693097019699408,3.025235694984666,13.628636474457018
9,33.131255019569814,5,sand,SC,2018,10,3.1546258288188627,8.93372801891071,12.705669105969426,11.556336438544285,25.265814571385043,16.797964209730146,2.38804210067853,19.197819725962997
0,33.09612478500694,6,sand,SC,2018,1,4.2031060140206415,8.006803758154469,11.00922151452021,13.63289674141272,25.355352083735262,15.187718784173832,4.470402577505777,18.134498526477092
1,32.884393841427965,6,sand,SC,2018,2,4.603822717920423,7.761933847350797,13.096102406084793,11.477889238026732,23.27337598783223,16.871507629053923,2.666767458303026,20.24860071542806
2,33.202650287530226,6,sand,SC,2018,3,3.6327987568198123,8.976700329819238,11.916948977548524,12.872048194014898,26.293146443351738,16.051065618675164,3.32520918329713,16.932082496473498
3,32.47751833020486,6,sand,SC,2018,4,5.529242362638937,10.247437628873156,11.864753898287542,12.585320454861181,26.621093278323094,16.004740465975257,4.20165282655185,12.945759084488973
4,32.76798349489779,6,sand,SC,2018,5,3.6373897152652916,10.916458823025877,11.917813786340787,14.755976938854635,25.759403664215476,16.77785335021927,3.4337296550898704,12.801374066988796
5,33.049900439038055,6,sand,SC,2018,6,4.6917385130152605,10.171895471112123,13.044409320031638,11.332790165619546,24.75513757485737,14.650617055586185,4.183354429721024,17.170057470056854
6,33.22904537539397,6,sand,SC,2018,7,5.313947090858637,9.092004185450742,12.476381046751072,15.771933970524083,25.104078942653647,16.356188042589444,3.605700215892547,12.279766505279824
7,33.451331338696896,6,sand,SC,2018,8,3.706075913278802,8.970736567094761,14.433690423132413,15.475075144299755,24.084347802418897,16.355516831822207,3.850344601557742,13.124212716395428
8,32.71826048256619,6,sand,SC,2018,9,4.888866821745081,8.363442967563081,10.66038487796682,14.75664870679233,24.565664050924717,16.77460742767244,4.171793737120697,15.818591410214836
9,32.185084065380885,6,sand,SC,2018,10,2.3680027442123546,11.29032726526037,12.378971327638276,15.13703220684883,23.92446406360207,17.280568349716543,3.8327495972173153,13.787884445504222
0,32.800935325573775,7,sand,SC,2018,1,4.440119239227096,9.282276154755237,12.206781699600302,14.133888468641395,24.69962445924932,15.25065989384746,3.1062666646555024,16.88038342002368
1,33.478925690925735,7,sand,SC,2018,2,3.4424434383811215,11.389029416316298,13.778665111156448,12.76010351903953,24.594254552000027,17.11967793920195,2.491451130435637,14.424374893469006
2,32.8701776727306,7,sand,SC,2018,3,3.2005113507687977,7.794089325460741,11.575121269479897,12.271769533263004,23.33794763332973,15.798646285465285,4.08050290520282,21.941411697029718
3,33.29817589825475,7,sand,SC,2018,4,2.338355742469814,9.58716530852122,11.42236978729031,14.742033334001835,22.8620653635676,15.130487600228527,4.5454936871368785,19.372029176783823
4,33.58978997746872,7,sand,SC,2018,5,4.859163220631222,9.398414350630715,12.167232996852324,11.648137141163183,25.501223791442257,15.036739698160757,3.156975468312731,18.23211333280682
5,33.3271444463976,7,sand,SC,2018,6,3.7877682569863156,10.089226223670344,12.06482660871894,13.203135544164361,27.610018643131575,16.34719414266503,3.9334727054917744,12.964357875171654
6,33.08137725532779,7,sand,SC,2018,7,4.521941251524405,9.629331350546808,12.363236135932858,13.744096843737228,23.781965668645164,16.69880148404004,3.139380473197333,16.121246792376155
7,32.19720539057381,7,sand,SC,2018,8,3.0096349883936,10.420743494646858,12.209792137506675,12.996337584814505,23.546460188534603,16.105623225894604,2.593107512942025,19.118300867267124
8,32.365327310698774,7,sand,SC,2018,9,4.542263089749344,9.593730854737863,12.965165029522552,15.101018799413547,26.478468519438508,15.038715656198187,2.593422204260916,13.687215846679083
9,33.33912263957815,7,sand,SC,2018,10,5.468641372968477,6.4508757330864235,14.088603630896097,11.760124682828,27.39785452116861,17.278784682017157,2.8948467237567055,14.660268653278527
0,32.91728462623653,8,sand,SC,2018,1,3.930464367644408,8.539862398555908,11.96908529442178,13.696112560416118,22.671299161858602,18.200586038565785,3.9711562293071907,17.02143394923021
1,32.32920435302422,8,sand,SC,2018,2,3.8964224264569696,10.215958230232806,13.427643421822422,14.728947503226093,25.17343153964373,14.953763662488814,4.791589806561794,12.812243409567376
2,32.44213109949783,8,sand,SC,2018,3,4.69201734433674,10.46053727553029,13.4466783431601,11.495317875377037,25.67737799496644,14.156779731823327,3.7056038935842293,16.365687541221842
3,32.462627669182694,8,sand,SC,2018,4,4.284318374570172,9.528159175591085,12.65951310242364,11.04200273611766,22.77792160836294,14.88392145489025,3.3856485882698557,21.43851495977439
4,32.717034232527624,8,sand,SC,2018,5,3.579656777255575,9.177030362562114,14.138838274537246,13.944975115759517,26.076789460926413,14.328183996503745,4.039775364752924,14.714750647702449
5,32.44815642887375,8,sand,SC,2018,6,4.266827462466634,11.684238785730924,11.054802392691574,11.264026534659221,26.233411514393897,16.325766285226962,3.7167948352508726,15.454132189579916
6,33.49559607000667,8,sand,SC,2018,7,4.697382293248182,9.246565313658872,13.327984020319812,15.076319507575779,24.33016073977573,14.875467667171502,3.998416014127237,14.447704444122873
7,32.58030147280365,8,sand,SC,2018,8,2.8639803519066334,7.12715248789957,11.305583295963935,15.160662813255033,25.964793591713892,16.57677631710123,3.611736690827286,17.38931445133242
8,32.46315071568817,8,sand,SC,2018,9,4.519590949260797,10.392795499964894,11.177168540303844,13.184508140856217,24.919669766092138,16.79925259665922,3.196581075630419,15.810433431232479
9,32.233939688206036,8,sand,SC,2018,10,4.928818017404337,9.852523410839522,12.895503947011946,12.43366487727195,25.986421022043938,15.937477648087386,2.9342332456060203,15.03135783173489
0,32.72255922517417,9,sand,SC,2018,1,2.788924105557011,8.367907937399968,12.22082607460047,12.922797380034122,25.305668885936605,16.187600178548838,2.742033815657825,19.464241622265163
1,32.81258862916042,9,sand,SC,2018,2,3.891560586674059,10.059721320771759,11.172798867050142,14.141641346873346,24.875633147941727,17.012205430667052,3.153567545461242,15.69287175456067
2,32.94789699209309,9,sand,SC,2018,3,3.2753775702132764,9.567518739923948,12.561345847488674,14.159405673942967,26.4045197013117,15.5389563281347,2.5780980933680855,15.914778045616641
3,33.499348685077194,9,sand,SC,2018,4,2.7252193043876702,7.677664039946487,13.776065215284428,10.710337023682218,23.040856958236375,13.575085505142372,3.8967319711323327,24.598039982188116
4,33.0380955860911,9,sand,SC,2018,5,3.678575690050417,10.601977907681917,11.468339832359373,15.677780130858965,23.321173848863516,15.591709588346538,4.305530470868831,15.354912530970438
5,32.873284592918594,9,sand,SC,2018,6,3.651738976561706,7.725704344746619,12.749855437797367,12.513528199497381,23.904570026888237,16.313907488717355,2.6014202877789234,20.539275238012422
6,32.60997734989358,9,sand,SC,2018,7,4.7591848472701965,7.882063910648753,12.37003273832655,13.92658075405537,23.741792573214994,16.437520574789517,3.452248413469258,17.430576188225373
7,32.481098034288465,9,sand,SC,2018,8,3.8007616523901966,7.068427543204345,12.254508538629732,12.5571941450542,23.259872333591467,16.3380713828091,3.9896378766566087,20.731526527664347
8,32.48988295014578,9,sand,SC,2018,9,2.8310639216962343,9.652405344230594,11.54674408765904,15.524080955319059,24.372231354221338,16.40209691682289,3.3809374316954695,16.290439988355384
9,32.69794475543815,9,sand,SC,2018,10,3.910360902008386,9.240980887082495,10.549158013595534,12.593874970577254,22.842033715040092,17.095162156246772,4.132733992311824,19.635695363137632
0,32.67399985860793,10,sand,SC,2018,1,3.4208764408679966,6.814147080048787,12.749543541476324,11.440859966598548,25.26603768068946,15.810595825599844,3.261184336450409,21.23675512826862
1,33.0365145318974,10,sand,SC,2018,2,5.387020028815978,9.99001207370145,10.843783159235103,13.127137269104523,23.827104977193457,18.081623428805067,4.822202178663396,13.921116884481023
2,32.76117239773182,10,sand,SC,2018,3,5.730226695982836,9.527345524336575,10.545405707377363,11.394232914524622,27.889548699264054,16.279713694925505,4.123596214042383,14.509930549546649
3,33.32166908088858,10,sand,SC,2018,4,2.8944223438796737,8.567758996754625,12.06562068116665,10.701398652978252,24.642425593954478,16.260365986122828,3.47900853856199,21.38899920658151
4,33.17083310727405,10,sand,SC,2018,5,2.557213862019366,9.297600765632945,14.225091832736947,12.240312312809587,27.692945976835354,16.688592462171837,2.767378933042855,14.530863854751102
5,33.58584516578905,10,sand,SC,2018,6,5.703817502870954,8.847432801016863,11.70048721725116,12.163266274910912,25.56108677899735,17.482768401325576,3.2216511531955865,15.3194898704316
6,32.36445679439301,10,sand,SC,2018,7,3.049776483965683,11.082273770013822,10.94787223306015,11.781789413721008,24.899147171495823,15.502620689171325,3.4845222834099294,19.251997955162253
7,33.66339759781535,10,sand,SC,2018,8,4.8496064909,6.896116740170453,12.455295429192159,13.61026302898427,23.314635180483553,13.600865267552285,3.4471899105454495,21.826027952171817
8,33.5586060787675,10,sand,SC,2018,9,4.112769741897767,10.315988585259534,10.774048760867302,13.725404407020172,25.752186803677148,15.087158292363139,2.940756003683999,17.291687405230945
9,33.18089449124106,10,sand,SC,2018,10,4.334861067520811,9.44253630620578,13.567110891235611,12.927058533317023,26.36745198877565,18.25718964780211,4.34415495053376,10.759636614609256
0,32.664680101858984,11,sand,SC,2018,1,4.053184642165644,8.547760783013917,12.157959017852617,11.493460727476197,23.646570977179493,15.63289919497734,3.342988434332636,21.125176223002153
1,33.60131603587334,11,sand,SC,2018,2,4.36996880378193,9.579420433688494,10.720666232215077,10.89710507524647,24.401567607065317,16.175949160065596,2.9292141395991242,20.926108548337982
2,32.38465131218775,11,sand,SC,2018,3,2.860449758762834,10.238612878209873,11.974842687178604,12.223255831556182,26.763671545730205,14.472633398678495,2.4427562703760097,19.023777629507784
3,33.75546537252929,11,sand,SC,2018,4,4.903526359758672,10.043370442118732,12.471659960643374,13.64593894478087,27.07368446921225,14.788106393125895,2.685459134356929,14.388254296003279
4,33.15123587182295,11,sand,SC,2018,5,4.377238973391048,10.954646573921295,13.380653576464539,12.677378928903071,24.618052553831696,16.872552318790348,2.367060224441208,14.752416850256804
5,32.333433518201275,11,sand,SC,2018,6,3.921980561775636,8.65604457129297,13.563985678044654,13.476493944447062,24.403127388613093,18.161564503395674,2.650713473381296,15.166089879049606
6,33.006363848074294,11,sand,SC,2018,7,5.151744032853807,10.543224549720687,13.671140116356847,13.455829257026105,24.174923739175917,15.493677071772048,3.9717959573199515,13.537665275774625
7,33.06810267854448,11,sand,SC,2018,8,4.994214301708396,11.558523054433675,12.427991920706154,11.258622565348091,24.814829938381607,16.26437426511805,2.9734892211149324,15.707954733189098
8,33.04278234624767,11,sand,SC,2018,9,4.271609570158008,10.678969369981006,11.773463624298529,12.997216773069827,26.534369642456518,14.890312823119652,2.765275692476786,16.088782504439685
9,32.32121251124205,11,sand,SC,2018,10,5.271397474741196,7.608086938977482,14.382896402149456,10.542655498404772,25.46579737700713,14.868463277268182,3.8404314634357117,18.02027156801607
0,33.307784550472,12,sand,SC,2018,1,4.456490349944312,9.59804389292698,13.612276003960883,11.068680511375277,26.593819255235218,14.679485340540223,3.1890101296498883,16.80219451636721
1,33.53352877052619,12,sand,SC,2018,2,3.5881383952522174,8.445846303688022,13.221847638162988,14.116634899592809,25.117957379594,17.253920586955925,3.2624137258603283,14.993241070893719
2,32.89989155567003,12,sand,SC,2018,3,3.441095126146203,7.078549127539356,12.38634022066548,13.749466670358993,25.01323738779192,15.633774864001584,3.378483355354608,19.31905324814185
3,32.68782245756115,12,sand,SC,2018,4,5.73520357599282,7.838030982892904,13.143197418617527,14.427835973867243,25.299800231350503,16.853098225440867,4.770618319844147,11.93221527199399
4,33.15320692161095,12,sand,SC,2018,5,3.730406760113289,9.115149195912991,11.06868240995611,14.51552422342134,25.2631270937851,16.549056312474896,3.083786830864673,16.674267173471605
5,32.887631459788615,12,sand,SC,2018,6,3.7642639762190386,9.963121594555304,10.908791185502896,13.050443064569286,25.94598626771135,16.67272310762837,2.948761789895869,16.74590901391788
6,33.63035742031744,12,sand,SC,2018,7,2.5957537211529416,10.433553205451513,13.279163169907084,11.837114794775513,25.487106221031592,15.13763449725819,3.0083071382294313,18.221367252193726
7,32.94746379085723,12,sand,SC,2018,8,2.9495971533199357,7.475098244560057,13.436642003378775,13.367891737662962,24.103847796627466,14.156261786931516,4.5258047507278025,19.984856526791482
8,32.681886668072586,12,sand,SC,2018,9,3.3248738104702302,9.409401637824821,12.84781352500908,14.123234052394041,23.97710743956018,18.23020750611323,4.785079614285047,13.302282414343365
9,33.49748225378009,12,sand,SC,2018,10,4.807795176275564,9.85166493557017,14.018194242369526,14.343268988322166,24.384011527564386,15.855290413015997,4.264747374827261,12.475027342054931
0,32.75929937255144,13,sand,SC,2018,1,3.485323949107914,9.436030674737745,13.958281917958656,13.947522243721002,24.26306185827876,16.96977232893966,4.244007639383389,13.695999387872872
1,33.02343074942827,13,sand,SC,2018,2,3.401059285160235,7.940708895487081,12.191318802531807,12.148669898342837,24.879559392051195,14.39774989247222,2.875961966689573,22.164971867265066
2,32.91587918603317,13,sand,SC,2018,3,4.192891955437465,7.775062111127789,12.469131174418674,11.8477736947487,26.051486028943966,16.337556498900344,3.929360921171179,17.39673761525188
3,33.648454999485494,13,sand,SC,2018,4,5.331698178322797,9.76772396570463,14.027178336413778,13.052909673435122,23.927796220806087,16.400414497920536,4.463063878508772,13.029215248888267
4,32.80888185023136,13,sand,SC,2018,5,4.6000294884565385,7.1168842073771525,11.065247259042824,12.762894872597775,26.24168631209062,17.325339770935262,4.441883210259578,16.44603487924025
5,33.44641691621601,13,sand,SC,2018,6,4.510705778276021,9.777493068082663,12.128906404934842,11.5827529460103,24.342938313342575,14.194241694624036,3.146059211604346,20.316902583125223
6,32.69019280189878,13,sand,SC,2018,7,4.178428937415038,9.51194775426384,10.327385701608605,15.241482509589424,23.29048103483176,13.712423337567603,2.6952117397512847,21.04263898497244
7,33.67696407290545,13,sand,SC,2018,8,4.38991097367463,7.919519227433007,13.434261623946874,14.160613117277416,23.73515727939371,17.98928830385397,3.0050871927741696,15.366162281646236
8,33.705132281347026,13,sand,SC,2018,9,4.277792792036729,9.641389182367448,11.698865429885197,10.722977867224794,24.865396679125194,14.790231731985614,4.600535103941951,19.40281121343307
9,32.58648489893638,13,sand,SC,2018,10,2.335679281204417,9.641862997593027,12.933152985963902,14.402675968073217,25.04645052783011,15.041889565853769,3.985768214730833,16.612520458750726
0,33.60848602930259,14,sand,SC,2018,1,3.5902461292259855,7.930144896747084,11.706927113780928,13.05750084943897,24.740909634955038,18.671707115594778,3.952846968973491,16.349717291283724
1,32.42079237116989,14,sand,SC,2018,2,2.7430236595614965,8.012890834023823,11.906239799912912,13.365085638490488,25.97393482729216,15.461275496114451,4.181457825338768,18.3560919192659
2,32.83844249651113,14,sand,SC,2018,3,2.232029159904603,9.127335169341237,11.04806894495681,13.119372052216901,23.332706187539486,13.46049164340977,3.2790483474143173,24.40094849521688
3,33.715183747362566,14,sand,SC,2018,4,3.9777456322129106,8.472236141248896,12.284934717256167,15.439360208402059,22.674552134605808,17.966406363754338,3.5479130307260913,15.636851771793724
4,32.678809972288256,14,sand,SC,2018,5,3.715647166694036,8.619412557672746,12.130544408954394,14.658758316729816,25.307014725083583,15.189356397061685,3.3417604493407325,17.037505978463003
5,33.37325509724431,14,sand,SC,2018,6,5.506743530284348,7.587059517077089,12.468701132343076,12.879817816033128,24.25607722727164,14.52414626837982,2.65393869740699,20.12351581120391
6,32.93096199486843,14,sand,SC,2018,7,3.0661973964539575,8.04532720833592,10.900358969682724,14.654001779367379,26.09510976605538,15.411811616041696,3.025606971804998,18.801586292257944
7,32.88487016053862,14,sand,SC,2018,8,4.102534352240749,8.86222099237027,11.138013174552665,12.11378648807164,23.779391161962902,16.0003637177185,3.44748542174216,20.556204691341105
8,33.2153547040014,14,sand,SC,2018,9,3.2761400224078194,9.136748397948022,11.845057198710467,11.456135984522472,22.99048800804516,16.59094939864265,2.872559259533791,21.831921730189617
9,32.63121106568083,14,sand,SC,2018,10,4.413378836549879,8.827747605354,13.427107632642127,12.579173265493793,25.57953772445798,14.895349860934596,3.823089532226909,16.45461554234072
0,32.93459052795132,15,sand,SC,2018,1,4.733351019491985,8.554708075226934,11.632153531639956,11.94716883706126,26.850904299188116,14.914991515283099,4.433979731487794,16.932742990620838
1,32.55597094771235,15,sand,SC,2018,2,3.9599967645906866,9.268381295352132,13.857250253038652,13.792863709257885,27.148786980348195,16.226417690002652,2.7265523904613853,13.01975091694841
2,32.89818022308013,15,sand,SC,2018,3,4.510598428973083,10.510920581134759,11.820684666627432,12.112095293923707,23.773634305871433,16.5849414886993,3.8197602359968084,16.867364998773482
3,33.034896273123394,15,sand,SC,2018,4,4.171219777922301,8.251410740474789,13.28882389753612,14.948434310226936,23.217865682575557,16.85448261346491,3.9151201654268317,15.352642812372562
4,33.1367725324851,15,sand,SC,2018,5,4.299111008137123,6.251240269098672,13.07199801557211,14.305923974057423,23.77365076280318,17.026669927918544,3.8294874241631316,17.44191861824983
5,32.70076641386096,15,sand,SC,2018,6,5.408671122103143,10.403605789256947,11.217021186417794,12.524568608449638,25.173544494040403,17.545306911761255,2.2354866971955243,15.491795190775298
6,32.66691525528056,15,sand,SC,2018,7,3.1619662994158477,8.000472522622225,13.10976040203078,14.394803186231885,25.2675779944508,15.97134079960821,4.017574404456475,16.07650439118377
7,33.17178862250511,15,sand,SC,2018,8,2.6532678270930674,7.123639507170826,11.247561707128522,12.14807259690411,23.362289743122727,16.91794500554024,3.975886515671708,22.5713370973688
8,33.37028455231936,15,sand,SC,2018,9,5.7775908000807625,9.607881443334417,11.542845017556655,12.51712477105055,25.415804903183723,16.63444146281537,3.9268410904834687,14.577470511495049
9,33.76285019071229,15,sand,SC,2018,10,4.82524249386495,8.386885190964705,11.901127826220272,11.401257363703825,23.87303814295863,16.69974313825439,3.7715537368208265,19.1411521072124
0,32.71844181918976,16,sand,SC,2018,1,2.4231682516401634,9.925791264744726,11.92726982544926,13.250190889054643,25.570658979894773,15.194276044836492,3.624898633405346,18.083746110974595
1,32.449972994456495,16,sand,SC,2018,2,4.8676380204484815,10.969933253770114,12.045778940668878,13.552422589242026,25.757861391887364,13.248992605622334,2.497052221887537,17.06032097647327
2,33.70679191600928,16,sand,SC,2018,3,3.506558145938688,7.266244067324146,12.878455073851857,15.482839738980601,23.571644560059017,16.178530379889324,3.965502290275051,17.15022574368132
3,32.32837605970195,16,sand,SC,2018,4,2.3370647962618962,9.042029409047885,12.32844019774632,13.65095652629551,27.406395878471848,16.609648506501326,3.657401436981486,14.96806324869373
4,32.6226990522062,16,sand,SC,2018,5,3.344370267831584,11.141021030419099,12.782195344855328,11.81516079414354,25.858733697705585,18.064026792911587,3.717198797880612,13.277293274252674
5,33.071487006346885,16,sand,SC,2018,6,4.354284405955612,8.62941607413617,10.843363743056706,14.141983473060314,25.0754133056206,14.807397569534661,4.368993372216429,17.779148056419512
6,32.61028355491295,16,sand,SC,2018,7,4.40306905654762,10.553077766467283,10.462072687105394,13.026561394964022,24.228281815948243,14.775289747858533,2.7717417255408687,19.779905805568042
